0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,18,2,2,2,18,0,0,0,0
0,0,0,18,103,103,103,103,103,18,0,0,0
109,0,18,103,103,103,103,103,103,103,18,0,109
109,0,18,103,103,103,103,103,103,103,18,0,109
109,0,18,103,103,103,103,103,103,103,18,0,109
109,0,18,103,103,103,103,103,103,103,18,0,109
109,0,18,2,18,103,103,103,18,2,18,0,109
109,0,18,0,104,18,18,18,104,0,18,0,109
109,0,18,0,104,0,0,0,104,0,18,0,109
109,0,18,0,104,0,0,0,104,0,18,0,109
109,0,18,0,104,0,0,0,104,0,18,0,109
109,18,18,18,104,0,0,0,104,18,18,18,109
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
