0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,0,18,0,0,18,0,0,18,0,0,18
18,2,2,0,2,2,0,2,2,0,2,2,18
18,109,109,18,104,104,18,104,104,18,109,109,18
18,109,109,0,104,104,0,104,104,0,109,109,18
18,109,109,18,104,104,18,104,104,18,109,109,18
18,109,109,0,104,104,0,104,104,0,109,109,18
18,101,101,18,102,102,18,102,102,18,101,101,18
18,101,101,0,102,102,0,102,102,0,101,101,18
18,101,101,18,102,102,18,102,102,18,101,101,18
18,2,2,0,2,2,0,2,2,0,2,2,18
18,0,0,18,0,0,18,0,0,18,0,0,18
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
