0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,18,0,0,0,18,0,0,0,0
0,0,0,0,18,108,108,108,18,0,0,0,0
0,0,0,0,18,108,108,108,18,2,0,0,0
0,0,0,0,18,103,103,103,18,0,2,0,0
0,0,0,0,18,103,103,103,18,0,2,0,0
0,0,0,0,18,103,103,103,18,0,2,0,0
0,0,0,0,18,103,103,103,18,0,2,0,0
0,0,0,0,18,103,103,103,18,0,2,0,0
0,0,0,0,18,103,103,103,18,0,2,0,0
0,0,0,0,18,109,109,109,18,2,0,0,0
0,0,0,0,18,109,109,109,18,0,0,0,0
0,0,0,0,18,2,18,2,18,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
