0,18,0,0,0,0,0,0,0,0,0,18,0
0,18,0,108,109,104,107,101,102,106,0,18,0
0,18,0,109,104,107,101,102,106,103,0,18,0
0,18,0,104,107,101,102,106,103,108,0,18,0
0,18,0,107,101,102,106,103,108,109,0,18,0
0,18,0,101,102,106,103,108,109,104,0,18,0
0,18,0,0,0,0,0,0,0,0,0,18,0
0,18,19,19,19,19,19,19,19,19,19,18,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,18,19,19,19,19,19,19,19,19,19,18,0
0,18,0,0,0,0,0,0,0,0,0,18,0
0,18,0,108,109,104,107,101,102,106,0,18,0
0,18,0,109,104,107,101,102,106,103,0,18,0
0,18,0,104,107,101,102,106,103,108,0,18,0
0,18,0,107,101,102,106,103,108,109,0,18,0
0,18,0,101,102,106,103,108,109,104,0,18,0
0,18,0,0,0,0,0,0,0,0,0,18,0
0,18,18,18,18,18,18,18,18,18,18,18,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
