0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,18,0,0,0,0,0,0
0,0,0,0,0,18,109,18,0,0,2,0,0
0,0,0,0,18,109,109,109,18,0,2,0,0
0,0,0,18,109,109,109,109,109,18,2,0,0
0,0,18,103,103,103,103,103,103,103,18,0,0
0,18,109,109,109,109,109,109,109,109,2,0,0
0,0,103,103,103,2,2,2,103,103,2,0,0
0,0,109,109,109,2,104,2,109,109,2,0,0
0,0,103,103,103,2,2,2,103,103,2,0,0
0,0,109,109,109,2,104,2,109,109,2,0,0
0,0,103,103,103,2,2,2,103,103,2,0,0
0,0,109,109,109,109,109,109,109,109,2,0,0
0,0,103,103,103,103,103,103,103,103,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
