0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,19,19,0,0,0,19,19,0,0,0
0,0,19,109,109,19,0,19,101,101,19,0,0
0,19,109,109,109,109,19,101,101,101,101,19,0
0,19,109,109,109,109,109,101,101,101,101,19,0
19,109,109,109,109,109,101,101,101,101,101,101,19
19,109,109,109,109,109,109,101,101,101,101,101,19
19,109,109,109,109,109,101,101,101,101,101,101,19
2,109,109,109,109,109,109,101,101,101,101,101,2
0,2,109,109,109,109,101,101,101,101,101,2,0
0,2,109,109,109,109,109,101,101,101,101,2,0
0,0,2,109,109,109,101,101,101,101,2,0,0
0,0,0,2,109,109,109,101,101,2,0,0,0
0,0,0,0,2,109,101,101,2,0,0,0,0
0,0,0,0,0,2,109,2,0,0,0,0,0
0,0,0,0,0,0,2,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
