0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
18,18,18,18,18,18,0,18,18,18,18,18,18
18,18,18,18,18,18,0,18,18,18,18,18,18
102,102,102,102,102,102,102,102,102,102,102,102,102
102,104,104,104,104,104,104,104,104,104,104,104,102
102,104,108,108,108,108,108,108,108,108,108,104,102
102,104,108,19,19,19,19,19,19,19,108,104,102
102,104,108,19,0,0,0,0,0,19,108,104,102
102,104,108,19,0,0,0,0,0,19,108,104,102
102,104,108,19,0,0,0,0,0,19,108,104,102
102,104,108,19,19,18,0,18,19,19,108,104,102
102,104,108,108,108,18,0,18,108,108,108,104,102
102,104,104,104,104,18,0,18,104,104,104,104,102
102,102,102,102,102,18,0,18,102,102,102,102,102
18,18,18,18,18,18,0,18,18,18,18,18,18
18,18,18,18,18,18,0,18,18,18,18,18,18
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
