108,108,108,108,108,108,108,108,108,108,108,108,108
109,109,109,109,109,109,109,109,109,109,109,109,109
104,104,104,104,104,104,104,104,104,104,104,104,104
107,107,107,107,107,107,107,107,107,107,107,107,107
101,101,101,101,101,101,101,101,101,101,101,101,101
102,102,102,102,102,102,102,102,102,102,102,102,102
106,106,106,106,106,106,106,106,106,106,106,106,106
103,103,103,103,103,103,103,103,103,103,103,103,103
108,108,108,108,108,108,108,108,108,108,108,108,108
109,109,109,109,109,109,109,109,109,109,109,109,109
104,104,104,104,104,104,104,104,104,104,104,104,104
107,107,107,107,107,107,107,107,107,107,107,107,107
101,101,101,101,101,101,101,101,101,101,101,101,101
102,102,102,102,102,102,102,102,102,102,102,102,102
106,106,106,106,106,106,106,106,106,106,106,106,106
103,103,103,103,103,103,103,103,103,103,103,103,103
108,108,108,108,108,108,108,108,108,108,108,108,108
18,18,18,18,18,18,19,18,18,18,18,18,18
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
