108,108,109,109,104,104,18,107,107,101,101,102,102
108,108,109,109,104,104,18,107,107,101,101,102,102
109,109,104,104,107,107,18,101,101,102,102,106,106
109,109,104,104,107,107,18,101,101,102,102,106,106
104,104,107,107,101,101,18,102,102,106,106,103,103
104,104,107,107,101,101,18,102,102,106,106,103,103
107,107,101,101,102,102,18,106,106,103,103,108,108
107,107,101,101,102,102,18,106,106,103,103,108,108
101,101,102,102,106,106,18,103,103,108,108,109,109
101,101,102,102,106,106,18,103,103,108,108,109,109
102,102,106,106,103,103,18,108,108,109,109,104,104
102,102,106,106,103,103,18,108,108,109,109,104,104
106,106,103,103,108,108,18,109,109,104,104,107,107
106,106,103,103,108,108,18,109,109,104,104,107,107
