0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,102,108,101,0,0,0,0,0
0,0,0,0,102,102,108,101,101,0,0,0,0
0,0,0,107,102,108,108,108,101,103,0,0,0
0,0,0,107,102,108,108,108,101,103,0,0,0
0,0,107,102,102,108,108,108,101,101,103,0,0
0,0,107,102,102,108,108,108,101,101,103,0,0
0,0,107,102,102,108,108,108,101,101,103,0,0
0,0,0,107,102,108,108,108,101,103,0,0,0
0,0,0,107,102,108,108,108,101,103,0,0,0
0,0,0,2,102,102,108,101,101,2,0,0,0
0,0,0,2,0,102,108,101,0,2,0,0,0
0,0,0,0,2,0,2,0,2,0,0,0,0
0,0,0,0,2,0,2,0,2,0,0,0,0
0,0,0,0,0,18,18,18,0,0,0,0,0
0,0,0,0,0,18,18,18,0,0,0,0,0
0,0,0,0,0,18,18,18,0,0,0,0,0
