0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
103,103,103,103,103,103,103,103,103,103,103,103,103
0,0,0,0,0,0,0,0,0,0,0,0,0
18,18,18,18,18,0,107,0,18,18,18,18,18
0,0,0,0,0,0,0,0,0,0,0,0,0
106,106,106,106,106,106,106,106,106,106,106,106,106
0,0,0,0,0,0,0,0,0,0,0,0,0
18,18,18,18,18,18,18,18,18,18,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
102,102,102,102,102,102,2,102,102,102,102,102,102
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,18,18,18,18,18,18,18,18,18,18
0,0,0,0,0,0,0,0,0,0,0,0,0
101,101,101,101,101,101,101,101,101,101,101,101,101
0,0,0,0,0,0,0,0,0,0,0,0,0
18,18,18,18,18,18,18,18,18,18,2,2,2
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
